11,-57,49,8
100,-32,42,-43
-93,100,-14,-79
83,82,-20,-39
-67,84,51,88
-19,89,78,-60
-52,-94,63,3
-77,-14,61,-88
62,-67,30,-95
17,56,58,-81
-61,5,70,87
47,-41,-24,-85
-58,97,90,-42
94,59,-41,-87
-26,50,-32,-56
55,19,100,-97
29,-74,-47,-17
-55,-16,96,-82
49,9,28,90
96,-94,80,23
-5,72,34,-78
-39,-71,83,-41
24,80,-99,24
12,72,-89,16
-100,-77,-8,-100
-76,99,-28,-12
26,-92,-55,41
91,67,1,-30
77,90,-73,-49
-62,-53,-96,69
14,-33,-31,-3
91,-11,2,-71
86,5,59,77
-56,28,-68,92
23,-98,49,67
-40,-55,-79,0
60,56,59,12
-8,-28,-84,100
43,-94,-24,-56
86,-89,60,61
47,16,12,-50
5,4,-34,-52
35,2,19,-58
36,-41,-52,-2
58,-97,-53,47
-1,-43,23,52
75,-1,-51,70
-69,55,-24,20
-79,42,11,44
12,94,30,45
71,-88,18,-39
28,89,20,-59
-28,36,18,29
15,-48,21,47
-72,-79,88,-19
-16,22,22,97
-33,-60,-86,-79
-53,-34,-63,-94
-3,-37,7,19
16,20,-73,-77
67,-54,34,61
-9,-95,-83,90
-76,-54,95,95
-91,72,-48,-99
-61,37,-98,-85
59,-3,-62,40
96,-78,45,9
46,77,-58,-65
89,38,-48,16
-98,-21,32,-45
29,45,-40,-72
-33,-53,19,78
54,73,8,-55
99,80,-60,-52
63,-9,-69,-40
15,-24,-13,42
28,-61,5,44
5,-36,-19,-43
94,97,-24,-79
-14,36,66,-78
-71,53,-71,27
-3,-57,-39,-100
-10,-69,24,54
-20,27,-86,13
-70,-39,-24,1
-94,-32,-81,30
2,-51,-35,79
99,80,-61,75
-13,-41,78,-69
25,80,62,70
23,-72,59,-92
60,-83,34,51
76,95,-50,31
31,68,-61,64
-40,-64,5,-4
29,-66,49,37
43,9,52,-51
90,-99,-34,70
57,58,77,-65
-43,41,79,14
-16,99,95,-19
-48,-72,-10,-2
-88,58,-80,-90
-21,23,85,91
44,-68,-20,47
-20,-30,-57,-22
25,95,-83,-76
-14,-18,94,-100
37,-40,-86,-16
-51,55,-88,74
64,49,-24,81
20,9,-49,81
-6,-59,-4,-43
-75,33,-56,47
92,11,74,8
-71,48,-80,-72
6,-11,41,-58
-30,-6,23,-15
-11,-1,4,-65
64,33,-60,51
63,77,49,39
-67,-55,47,-15
7,-86,-11,-83
63,-24,-8,-93
22,-9,-6,-1
-96,-24,9,80
2,47,27,89
26,-56,-99,83
-90,97,85,65
-61,-62,56,37
98,56,24,91
-60,91,81,80
-18,-91,97,-24
-6,76,21,28
-86,69,-39,1
33,20,-42,67
-7,-24,-51,-33
26,-90,-24,-54
-2,2,85,-38
59,-65,-1,11
-84,-99,72,79
6,26,-8,-42
-46,-73,-35,-69
82,88,73,-20
71,-83,-5,-22
-36,-52,32,12
-61,38,-43,71
94,-69,-47,97
-32,-43,-70,23
71,16,-74,-72
58,-66,79,-62
-18,-69,-16,0
36,-74,23,-71
4,-53,10,78
81,-33,14,-50
87,72,99,35
-10,93,52,-1
-76,-30,41,-62
-55,79,46,42
-22,48,-96,76
-63,-76,-94,-4
7,-82,-87,-5
51,45,99,72
90,-78,100,-19
15,56,-10,55
-68,81,81,69
65,-56,49,-22
12,19,-61,-65
-78,-22,92,66
79,54,32,90
-58,31,18,84
-70,59,-82,55
29,26,-36,-56
-70,24,84,33
65,-38,81,-65
-100,73,-3,8
-19,-65,-65,-35
35,19,-15,5
-23,-47,93,58
4,47,-100,19
59,53,-41,-15
99,100,-14,36
15,47,32,88
-100,-61,-64,43
12,80,44,35
10,-87,6,29
16,-86,-17,33
-6,65,100,77
31,20,2,-80
25,-53,8,9
53,-95,69,-11
-92,-43,-85,-53
35,68,92,-1
15,-5,69,64
-6,88,-9,-69
56,77,-30,4
24,-20,59,25
-48,-26,-50,66
-83,72,-95,-13
73,-59,33,51
67,-44,78,83
25,79,-18,-96
82,62,49,41
-29,76,24,-31
-54,-4,77,-76
-2,62,-90,94
-79,23,-43,-39
-67,-97,-30,47
-55,-19,68,100
-7,-47,99,-85
-26,-8,61,-66
89,62,28,-95
58,-30,98,4
65,-32,74,-95
9,5,-2,-49
49,-28,-31,28
27,7,4,3
-9,18,62,-40
8,-80,80,9
83,-82,94,-14
51,-25,52,95
80,-42,-18,-35
-48,11,-30,72
-22,-54,-32,58
-53,-65,39,-18
91,-41,-64,25
11,52,-49,54
78,90,-51,-96
-33,-75,-3,-34
6,-76,-47,-25
-75,57,-40,55
71,81,-8,41
64,73,-3,91
-35,-34,-92,17
22,-79,93,91
97,-83,-79,-18
87,100,-90,-57
-33,-19,-89,-36
54,-33,60,83
99,39,37,-80
45,74,42,-83
65,-24,-97,-74
65,71,12,-67
-61,52,7,-51
-84,-62,46,-30
-8,99,19,74
-68,81,60,-49
-51,-54,-14,-36
-66,-51,76,54
-22,-5,-39,28
49,25,-78,-14
23,-48,-4,-4
-65,-11,3,-57
-71,95,13,36
-28,71,-61,11
17,-38,80,-40
-8,-46,-11,32
43,-13,8,50
48,79,70,-52
75,-53,-7,-68
98,5,-81,52
1,-67,-67,-74
31,82,-30,39
-89,63,47,44
58,-72,-13,81
-58,17,83,-35
39,-9,16,89
28,-83,30,-88
-47,96,-25,71
100,62,1,89
41,86,-51,32
16,-47,50,-42
-41,65,-9,9
95,-11,-9,-31
-29,-36,-100,28
7,12,37,48
69,-34,-88,-41
52,43,-67,84
-47,-86,81,-12
73,-19,55,74
61,-8,-21,23
-47,-28,-70,-10
-4,85,-45,-5
-8,-79,5,-75
6,64,-71,1
-1,24,-93,50
-91,83,-73,-28
27,-56,100,-5
62,-20,42,13
24,97,-51,-8
19,89,78,29
64,1,58,-60
-9,32,84,53
90,-15,-59,-67
-18,4,-13,25
-63,-1,-30,42
-62,78,-15,-77
-19,-81,-14,19
68,-32,59,-66
-26,74,-33,-68
37,-55,-3,-53
8,78,-82,-78
-65,51,75,35
-96,-1,43,-91
69,51,17,-42
-99,37,65,9
8,-8,49,60
51,-2,-6,-39
30,-94,0,-29
74,6,42,59
-36,-64,-91,-24
30,-42,-93,95
-16,2,27,-36
-29,-19,36,-69
39,72,-33,84
-63,-42,100,-28
23,25,-84,31
-22,-75,54,-55
84,-15,30,56
-10,72,-63,-8
-25,26,34,-90
-54,19,-40,-35
44,-25,1,86
84,87,63,-21
-20,-27,68,49
56,-31,99,36
16,-34,69,51
23,41,4,-2
-19,90,39,62
94,-81,33,0
74,-71,-83,31
28,20,-99,-51
95,58,65,15
75,1,65,-69
81,60,-88,89
-79,-38,78,-8
-49,84,-38,38
64,-91,-23,75
18,-41,48,-53
-59,-3,-63,-71
51,-25,96,-11
-35,-99,-31,-71
32,18,97,-69
-90,-2,86,-63
-20,97,-100,-89
-28,93,-66,-99
59,94,-25,-86
-46,74,-92,99
46,11,-82,-89
-6,97,-100,-89
4,25,-93,-39
95,52,-12,-2
-55,89,26,33
21,-78,8,-78
-86,17,73,-6
1,51,92,-34
-49,-79,96,13
-36,11,18,-90
-17,-41,-15,43
-47,-18,46,-85
51,38,79,-82
17,-2,-66,13
65,95,94,69
17,-86,-60,63
-75,6,-95,57
28,-71,-76,70
72,-8,66,11
-92,98,9,79
77,47,99,-67
-61,55,5,90
-75,76,-61,56
-6,-27,59,-46
-25,-3,-69,-55
9,-57,92,-57
-81,-26,89,-10
-58,45,-58,-12
50,-22,73,97
-71,-57,41,22
58,-38,-34,69
48,-66,63,-33
-43,-33,59,-11
-10,-16,-28,59
-96,64,93,90
97,-41,-75,2
-22,82,-66,99
-1,66,-18,-82
50,56,-52,54
88,-53,-58,-58
-41,-47,11,-9
-99,11,45,22
91,-46,-37,-59
33,-64,-43,-44
20,-83,94,38
41,-54,-85,-8
-5,24,100,28
-85,78,-14,73
4,49,20,-62
-26,72,70,2
31,-26,81,4
53,7,-80,-60
-77,64,90,1
-26,-79,9,-46
-78,-13,-96,95
18,-19,42,61
-15,77,6,34
44,27,2,95
-9,28,-7,-73
2,-97,-14,1
-91,-52,-37,82
70,-36,21,78
76,40,-53,41
-51,-75,-30,2
-94,-55,19,6
-64,77,51,54
-66,-10,37,-11
68,-36,27,23
23,-30,49,-84
-71,-46,-20,-8
-66,96,56,85
19,11,-33,1
59,-13,-35,-20
-7,35,-36,-14
-82,-25,86,-72
-72,63,-84,80
78,46,53,34
-53,-98,47,36
28,51,-83,85
21,33,-43,-93
-58,-19,-48,-83
51,-3,3,-58
-1,-53,0,69
42,85,-36,62
91,90,-23,84
49,-67,-57,-55
58,-39,-87,-23
-100,57,91,-100
-47,-59,-3,12
86,8,49,-38
84,54,-33,94
38,10,-30,40
-70,97,78,-50
60,38,25,98
-84,-10,12,90
71,61,60,37
54,29,-98,96
95,-38,-15,38
93,84,88,70
-80,-89,81,-21
72,-91,59,59
36,-76,-52,-53
94,53,41,-75
43,-62,-16,41
-80,90,-14,54
-66,56,96,25
-34,-51,-47,4
-14,-71,-72,-79
36,77,-90,10
12,-27,94,-52
-12,2,97,43
-35,-7,-75,43
-99,-1,-37,14
-23,40,53,7
73,95,-25,77
87,-60,-83,-49
23,76,14,67
-66,-44,46,27
83,15,43,-28
-79,-100,71,9
91,62,81,-34
-95,3,56,46
-13,-23,-43,4
71,-99,-67,89
-54,22,-99,-23
77,-50,57,80
53,-53,-53,46
-34,-34,0,-62
71,-92,-14,-100
45,-44,-17,-91
39,2,-71,62
21,24,-48,-13
6,-61,-99,-96
77,88,68,71
-4,34,-20,0
-46,-83,-90,-39
-25,74,14,-89
-19,-99,-16,-23
-99,88,45,1
91,-21,25,100
-47,-12,-94,-60
63,4,16,30
-98,16,-98,-51
5,-14,-31,-74
22,6,-97,94
-54,-3,76,61
50,34,-57,42
-3,10,60,-14
-21,31,-75,86
87,-43,87,52
94,79,21,-65
-80,-32,-48,25
-100,-63,44,-55
-24,-58,-92,-47
87,-29,-26,5
61,43,-51,11
-79,-83,67,-61
19,4,-5,-60
-55,-77,56,-18
-9,98,68,48
-5,100,67,-72
80,10,-67,92
87,-93,-88,83
-64,-86,-55,18
65,-22,-4,80
65,-92,-75,-74
-82,-56,-12,-35
-81,-69,-58,30
-14,97,-63,58
87,49,82,-66
-6,34,90,-2
88,25,15,-34
-16,-15,44,-11
-49,39,14,65
87,66,-2,50
41,-38,12,-73
74,-30,-70,-94
-4,-66,-71,-11
83,-4,-5,-45
56,-87,-83,-89
51,98,18,66
25,-72,79,21
95,-94,-42,86
-52,56,-2,-69
78,25,4,-96
-64,12,-67,22
-40,-48,-59,25
-53,3,72,90
1,63,14,98
-58,-20,56,-22
58,-45,96,64
10,-48,-82,47
-8,8,-8,-56
66,80,66,-12
-13,-61,-87,-47
-55,-44,-43,52
-75,11,-65,90
10,-92,97,88
1,6,-71,40
47,-45,-56,-3
-34,21,67,2
-54,76,-68,-43
-59,35,-78,37
-97,62,-4,-35
-99,64,92,35
13,-66,-77,98
-99,-24,-57,-7
37,-51,-40,-7
-35,-98,-40,-60
-38,-18,96,27
12,3,78,-44
-45,-5,-50,-37
-94,73,96,90
10,-20,68,58
39,-7,-67,-24
65,93,69,66
11,-54,84,-49
-93,94,37,-77
57,-24,-54,-69
84,-83,99,-79
54,1,-17,-13
64,-56,-51,-4
74,38,14,86
-58,-84,56,-81
63,-13,-48,92
19,77,37,30
87,-96,80,3
10,-54,-13,90
9,0,33,-1
37,69,68,-96
92,-10,97,51
12,15,-23,67
61,18,-82,-42
-1,-4,-67,-45
8,-4,-31,9
61,-63,57,-26
86,-51,-7,32
68,-15,-48,48
-10,-23,-20,50
-55,79,58,29
83,35,45,1
61,53,72,11
22,98,15,39
93,-65,-53,91
45,-45,-34,-63
-27,82,-33,28
-98,88,-71,-78
38,-94,37,-28
-59,-88,42,39
-53,5,-23,63
-49,-83,19,-84
-75,13,23,-37
-23,83,57,-92
-39,-32,-42,-43
13,-58,54,65
25,34,32,-21
33,-72,74,95
-89,10,67,40
-41,-53,1,67
6,40,-93,-95
-55,-83,56,-48
54,-95,69,-77
-20,44,7,-29
-78,34,-14,-19
-4,-20,68,-91
80,-15,-36,-31
0,-62,70,-82
35,-88,-67,-37
-57,-65,-21,-96
4,-35,7,-11
-81,11,43,94
-26,64,17,0
80,-31,-18,0
-43,-93,-95,-88
71,40,71,16
-6,0,89,-62
40,42,75,-9
11,30,-47,-84
8,62,-17,-56
75,-96,-27,54
-63,-89,-54,16
9,82,84,-73
-38,-7,-81,-26
-14,60,89,95
32,62,-96,35
83,-80,48,-4
75,5,89,18
22,-17,-11,-81
